experiment,dataset,protocol_id,true_class,predicted_class,count,true_class_support,row_fraction
E0,iscx_tor,medium_seed2022,Browsing,Browsing,131,200,0.655
E0,iscx_tor,medium_seed2022,Browsing,FTP,1,200,0.005
E0,iscx_tor,medium_seed2022,Browsing,Facebook,4,200,0.02
E0,iscx_tor,medium_seed2022,Browsing,Hangouts,3,200,0.015
E0,iscx_tor,medium_seed2022,Browsing,Spotify,12,200,0.06
E0,iscx_tor,medium_seed2022,Browsing,Vimeo,33,200,0.165
E0,iscx_tor,medium_seed2022,Browsing,YouTube,16,200,0.08
E0,iscx_tor,medium_seed2022,Email,Browsing,3,54,0.05555555555555555
E0,iscx_tor,medium_seed2022,Email,Email,44,54,0.8148148148148148
E0,iscx_tor,medium_seed2022,Email,Vimeo,3,54,0.05555555555555555
E0,iscx_tor,medium_seed2022,Email,YouTube,4,54,0.07407407407407407
E0,iscx_tor,medium_seed2022,FTP,Browsing,1,200,0.005
E0,iscx_tor,medium_seed2022,FTP,Email,1,200,0.005
E0,iscx_tor,medium_seed2022,FTP,FTP,190,200,0.95
E0,iscx_tor,medium_seed2022,FTP,Facebook,4,200,0.02
E0,iscx_tor,medium_seed2022,FTP,Spotify,3,200,0.015
E0,iscx_tor,medium_seed2022,FTP,YouTube,1,200,0.005
E0,iscx_tor,medium_seed2022,Facebook,Browsing,3,85,0.03529411764705882
E0,iscx_tor,medium_seed2022,Facebook,FTP,5,85,0.058823529411764705
E0,iscx_tor,medium_seed2022,Facebook,Facebook,35,85,0.4117647058823529
E0,iscx_tor,medium_seed2022,Facebook,Hangouts,6,85,0.07058823529411765
E0,iscx_tor,medium_seed2022,Facebook,Spotify,1,85,0.011764705882352941
E0,iscx_tor,medium_seed2022,Facebook,Vimeo,33,85,0.38823529411764707
E0,iscx_tor,medium_seed2022,Facebook,YouTube,2,85,0.023529411764705882
E0,iscx_tor,medium_seed2022,Hangouts,Browsing,2,69,0.028985507246376812
E0,iscx_tor,medium_seed2022,Hangouts,FTP,1,69,0.014492753623188406
E0,iscx_tor,medium_seed2022,Hangouts,Facebook,2,69,0.028985507246376812
E0,iscx_tor,medium_seed2022,Hangouts,Hangouts,30,69,0.43478260869565216
E0,iscx_tor,medium_seed2022,Hangouts,Spotify,1,69,0.014492753623188406
E0,iscx_tor,medium_seed2022,Hangouts,Vimeo,20,69,0.2898550724637681
E0,iscx_tor,medium_seed2022,Hangouts,YouTube,13,69,0.18840579710144928
E0,iscx_tor,medium_seed2022,Spotify,Browsing,26,147,0.17687074829931973
E0,iscx_tor,medium_seed2022,Spotify,Email,2,147,0.013605442176870748
E0,iscx_tor,medium_seed2022,Spotify,Hangouts,2,147,0.013605442176870748
E0,iscx_tor,medium_seed2022,Spotify,Spotify,111,147,0.7551020408163265
E0,iscx_tor,medium_seed2022,Spotify,Vimeo,2,147,0.013605442176870748
E0,iscx_tor,medium_seed2022,Spotify,YouTube,4,147,0.027210884353741496
E0,iscx_tor,medium_seed2022,Vimeo,Browsing,9,152,0.05921052631578947
E0,iscx_tor,medium_seed2022,Vimeo,FTP,1,152,0.006578947368421052
E0,iscx_tor,medium_seed2022,Vimeo,Facebook,6,152,0.039473684210526314
E0,iscx_tor,medium_seed2022,Vimeo,Hangouts,1,152,0.006578947368421052
E0,iscx_tor,medium_seed2022,Vimeo,Vimeo,105,152,0.6907894736842105
E0,iscx_tor,medium_seed2022,Vimeo,YouTube,30,152,0.19736842105263158
E0,iscx_tor,medium_seed2022,YouTube,Browsing,18,200,0.09
E0,iscx_tor,medium_seed2022,YouTube,Email,1,200,0.005
E0,iscx_tor,medium_seed2022,YouTube,FTP,3,200,0.015
E0,iscx_tor,medium_seed2022,YouTube,Facebook,6,200,0.03
E0,iscx_tor,medium_seed2022,YouTube,Hangouts,3,200,0.015
E0,iscx_tor,medium_seed2022,YouTube,Spotify,2,200,0.01
E0,iscx_tor,medium_seed2022,YouTube,Vimeo,53,200,0.265
E0,iscx_tor,medium_seed2022,YouTube,YouTube,114,200,0.57
E0,iscx_vpn,medium_seed2022,AIM,AIM,38,53,0.7169811320754716
E0,iscx_vpn,medium_seed2022,AIM,Email,1,53,0.018867924528301886
E0,iscx_vpn,medium_seed2022,AIM,Gmail,3,53,0.05660377358490566
E0,iscx_vpn,medium_seed2022,AIM,ICQ,2,53,0.03773584905660377
E0,iscx_vpn,medium_seed2022,AIM,SCP,2,53,0.03773584905660377
E0,iscx_vpn,medium_seed2022,AIM,Vimeo,1,53,0.018867924528301886
E0,iscx_vpn,medium_seed2022,AIM,VoIPBuster,6,53,0.11320754716981132
E0,iscx_vpn,medium_seed2022,BitTorrent,BitTorrent,95,100,0.95
E0,iscx_vpn,medium_seed2022,BitTorrent,Email,2,100,0.02
E0,iscx_vpn,medium_seed2022,BitTorrent,FTPS,1,100,0.01
E0,iscx_vpn,medium_seed2022,BitTorrent,Netflix,2,100,0.02
E0,iscx_vpn,medium_seed2022,Email,AIM,1,200,0.005
E0,iscx_vpn,medium_seed2022,Email,Email,170,200,0.85
E0,iscx_vpn,medium_seed2022,Email,FTPS,1,200,0.005
E0,iscx_vpn,medium_seed2022,Email,Facebook,12,200,0.06
E0,iscx_vpn,medium_seed2022,Email,Gmail,1,200,0.005
E0,iscx_vpn,medium_seed2022,Email,ICQ,2,200,0.01
E0,iscx_vpn,medium_seed2022,Email,Netflix,2,200,0.01
E0,iscx_vpn,medium_seed2022,Email,SCP,6,200,0.03
E0,iscx_vpn,medium_seed2022,Email,Spotify,2,200,0.01
E0,iscx_vpn,medium_seed2022,Email,Vimeo,2,200,0.01
E0,iscx_vpn,medium_seed2022,Email,VoIPBuster,1,200,0.005
E0,iscx_vpn,medium_seed2022,FTPS,AIM,2,200,0.01
E0,iscx_vpn,medium_seed2022,FTPS,Email,3,200,0.015
E0,iscx_vpn,medium_seed2022,FTPS,FTPS,160,200,0.8
E0,iscx_vpn,medium_seed2022,FTPS,Gmail,2,200,0.01
E0,iscx_vpn,medium_seed2022,FTPS,ICQ,1,200,0.005
E0,iscx_vpn,medium_seed2022,FTPS,Netflix,5,200,0.025
E0,iscx_vpn,medium_seed2022,FTPS,SCP,1,200,0.005
E0,iscx_vpn,medium_seed2022,FTPS,Spotify,4,200,0.02
E0,iscx_vpn,medium_seed2022,FTPS,Vimeo,2,200,0.01
E0,iscx_vpn,medium_seed2022,FTPS,VoIPBuster,20,200,0.1
E0,iscx_vpn,medium_seed2022,Facebook,Email,24,200,0.12
E0,iscx_vpn,medium_seed2022,Facebook,FTPS,3,200,0.015
E0,iscx_vpn,medium_seed2022,Facebook,Facebook,160,200,0.8
E0,iscx_vpn,medium_seed2022,Facebook,Gmail,2,200,0.01
E0,iscx_vpn,medium_seed2022,Facebook,ICQ,3,200,0.015
E0,iscx_vpn,medium_seed2022,Facebook,SCP,6,200,0.03
E0,iscx_vpn,medium_seed2022,Facebook,Spotify,1,200,0.005
E0,iscx_vpn,medium_seed2022,Facebook,Vimeo,1,200,0.005
E0,iscx_vpn,medium_seed2022,Gmail,Email,2,54,0.037037037037037035
E0,iscx_vpn,medium_seed2022,Gmail,FTPS,2,54,0.037037037037037035
E0,iscx_vpn,medium_seed2022,Gmail,Facebook,1,54,0.018518518518518517
E0,iscx_vpn,medium_seed2022,Gmail,Gmail,42,54,0.7777777777777778
E0,iscx_vpn,medium_seed2022,Gmail,ICQ,3,54,0.05555555555555555
E0,iscx_vpn,medium_seed2022,Gmail,SCP,3,54,0.05555555555555555
E0,iscx_vpn,medium_seed2022,Gmail,Spotify,1,54,0.018518518518518517
E0,iscx_vpn,medium_seed2022,ICQ,AIM,2,53,0.03773584905660377
E0,iscx_vpn,medium_seed2022,ICQ,Email,3,53,0.05660377358490566
E0,iscx_vpn,medium_seed2022,ICQ,FTPS,1,53,0.018867924528301886
E0,iscx_vpn,medium_seed2022,ICQ,Gmail,1,53,0.018867924528301886
E0,iscx_vpn,medium_seed2022,ICQ,ICQ,36,53,0.6792452830188679
E0,iscx_vpn,medium_seed2022,ICQ,SCP,6,53,0.11320754716981132
E0,iscx_vpn,medium_seed2022,ICQ,VoIPBuster,4,53,0.07547169811320754
E0,iscx_vpn,medium_seed2022,Netflix,FTPS,1,118,0.00847457627118644
E0,iscx_vpn,medium_seed2022,Netflix,Facebook,2,118,0.01694915254237288
E0,iscx_vpn,medium_seed2022,Netflix,Gmail,1,118,0.00847457627118644
E0,iscx_vpn,medium_seed2022,Netflix,Netflix,75,118,0.635593220338983
E0,iscx_vpn,medium_seed2022,Netflix,SCP,7,118,0.059322033898305086
E0,iscx_vpn,medium_seed2022,Netflix,Spotify,16,118,0.13559322033898305
E0,iscx_vpn,medium_seed2022,Netflix,Vimeo,16,118,0.13559322033898305
E0,iscx_vpn,medium_seed2022,SCP,AIM,2,200,0.01
E0,iscx_vpn,medium_seed2022,SCP,BitTorrent,1,200,0.005
E0,iscx_vpn,medium_seed2022,SCP,Email,3,200,0.015
E0,iscx_vpn,medium_seed2022,SCP,Facebook,10,200,0.05
E0,iscx_vpn,medium_seed2022,SCP,Gmail,1,200,0.005
E0,iscx_vpn,medium_seed2022,SCP,ICQ,2,200,0.01
E0,iscx_vpn,medium_seed2022,SCP,Netflix,10,200,0.05
E0,iscx_vpn,medium_seed2022,SCP,SCP,168,200,0.84
E0,iscx_vpn,medium_seed2022,SCP,Spotify,1,200,0.005
E0,iscx_vpn,medium_seed2022,SCP,Vimeo,2,200,0.01
E0,iscx_vpn,medium_seed2022,SFTP,AIM,1,31,0.03225806451612903
E0,iscx_vpn,medium_seed2022,SFTP,Email,2,31,0.06451612903225806
E0,iscx_vpn,medium_seed2022,SFTP,FTPS,3,31,0.0967741935483871
E0,iscx_vpn,medium_seed2022,SFTP,Facebook,1,31,0.03225806451612903
E0,iscx_vpn,medium_seed2022,SFTP,Netflix,1,31,0.03225806451612903
E0,iscx_vpn,medium_seed2022,SFTP,SFTP,21,31,0.6774193548387096
E0,iscx_vpn,medium_seed2022,SFTP,Spotify,1,31,0.03225806451612903
E0,iscx_vpn,medium_seed2022,SFTP,Vimeo,1,31,0.03225806451612903
E0,iscx_vpn,medium_seed2022,Spotify,FTPS,2,79,0.02531645569620253
E0,iscx_vpn,medium_seed2022,Spotify,Gmail,2,79,0.02531645569620253
E0,iscx_vpn,medium_seed2022,Spotify,Netflix,5,79,0.06329113924050633
E0,iscx_vpn,medium_seed2022,Spotify,SFTP,2,79,0.02531645569620253
E0,iscx_vpn,medium_seed2022,Spotify,Spotify,53,79,0.6708860759493671
E0,iscx_vpn,medium_seed2022,Spotify,Vimeo,14,79,0.17721518987341772
E0,iscx_vpn,medium_seed2022,Spotify,VoIPBuster,1,79,0.012658227848101266
E0,iscx_vpn,medium_seed2022,Vimeo,Email,2,123,0.016260162601626018
E0,iscx_vpn,medium_seed2022,Vimeo,FTPS,2,123,0.016260162601626018
E0,iscx_vpn,medium_seed2022,Vimeo,Facebook,2,123,0.016260162601626018
E0,iscx_vpn,medium_seed2022,Vimeo,Netflix,15,123,0.12195121951219512
E0,iscx_vpn,medium_seed2022,Vimeo,SCP,3,123,0.024390243902439025
E0,iscx_vpn,medium_seed2022,Vimeo,Spotify,11,123,0.08943089430894309
E0,iscx_vpn,medium_seed2022,Vimeo,Vimeo,88,123,0.7154471544715447
E0,iscx_vpn,medium_seed2022,VoIPBuster,AIM,1,200,0.005
E0,iscx_vpn,medium_seed2022,VoIPBuster,BitTorrent,1,200,0.005
E0,iscx_vpn,medium_seed2022,VoIPBuster,FTPS,23,200,0.115
E0,iscx_vpn,medium_seed2022,VoIPBuster,Facebook,3,200,0.015
E0,iscx_vpn,medium_seed2022,VoIPBuster,Gmail,2,200,0.01
E0,iscx_vpn,medium_seed2022,VoIPBuster,ICQ,2,200,0.01
E0,iscx_vpn,medium_seed2022,VoIPBuster,Netflix,1,200,0.005
E0,iscx_vpn,medium_seed2022,VoIPBuster,SCP,4,200,0.02
E0,iscx_vpn,medium_seed2022,VoIPBuster,SFTP,1,200,0.005
E0,iscx_vpn,medium_seed2022,VoIPBuster,Vimeo,1,200,0.005
E0,iscx_vpn,medium_seed2022,VoIPBuster,VoIPBuster,161,200,0.805
E0,ustc,A-2,Gmail,Gmail,862,863,0.9988412514484357
E0,ustc,A-2,Gmail,Skype,1,863,0.0011587485515643105
E0,ustc,A-2,FTP,Gmail,1,10103,9.898050084133426e-05
E0,ustc,A-2,FTP,FTP,10101,10103,0.9998020389983173
E0,ustc,A-2,FTP,Weibo,1,10103,9.898050084133426e-05
E0,ustc,A-2,Nsis-ay,Nsis-ay,592,607,0.9752883031301482
E0,ustc,A-2,Nsis-ay,Virut,11,607,0.018121911037891267
E0,ustc,A-2,Nsis-ay,Neris,4,607,0.006589785831960461
E0,ustc,A-2,Facetime,Facetime,600,600,1.0
E0,ustc,A-2,Weibo,Gmail,4,3995,0.0010012515644555694
E0,ustc,A-2,Weibo,FTP,2,3995,0.0005006257822277847
E0,ustc,A-2,Weibo,Weibo,3982,3995,0.9967459324155195
E0,ustc,A-2,Weibo,SMB,5,3995,0.0012515644555694619
E0,ustc,A-2,Weibo,BitTorrent,2,3995,0.0005006257822277847
E0,ustc,A-2,Cridex,Cridex,1638,1638,1.0
E0,ustc,A-2,Zeus,Nsis-ay,1,1097,0.0009115770282588879
E0,ustc,A-2,Zeus,Zeus,1094,1097,0.9972652689152234
E0,ustc,A-2,Zeus,Shifu,1,1097,0.0009115770282588879
E0,ustc,A-2,Zeus,Virut,1,1097,0.0009115770282588879
E0,ustc,A-2,SMB,Gmail,3,3893,0.0007706139224248652
E0,ustc,A-2,SMB,FTP,1,3893,0.00025687130747495504
E0,ustc,A-2,SMB,SMB,3888,3893,0.9987156434626252
E0,ustc,A-2,SMB,MySQL,1,3893,0.00025687130747495504
E0,ustc,A-2,BitTorrent,BitTorrent,750,752,0.9973404255319149
E0,ustc,A-2,BitTorrent,Skype,2,752,0.0026595744680851063
E0,ustc,A-2,WorldOfWarcraft,WorldOfWarcraft,789,789,1.0
E0,ustc,A-2,Shifu,Zeus,2,963,0.0020768431983385254
E0,ustc,A-2,Shifu,Shifu,958,963,0.9948078920041536
E0,ustc,A-2,Shifu,Miuref,3,963,0.003115264797507788
E0,ustc,A-2,Outlook,Gmail,33,753,0.043824701195219126
E0,ustc,A-2,Outlook,Outlook,713,753,0.9468791500664011
E0,ustc,A-2,Outlook,Skype,7,753,0.009296148738379814
E0,ustc,A-2,Virut,Nsis-ay,12,3310,0.0036253776435045317
E0,ustc,A-2,Virut,Virut,2663,3310,0.8045317220543806
E0,ustc,A-2,Virut,Neris,635,3310,0.19184290030211482
E0,ustc,A-2,MySQL,MySQL,8609,8609,1.0
E0,ustc,A-2,Skype,Gmail,2,632,0.0031645569620253164
E0,ustc,A-2,Skype,Skype,630,632,0.9968354430379747
E0,ustc,A-2,Miuref,Zeus,5,1348,0.00370919881305638
E0,ustc,A-2,Miuref,Miuref,1343,1348,0.9962908011869436
E0,ustc,A-2,Neris,Nsis-ay,8,3379,0.0023675643681562593
E0,ustc,A-2,Neris,Shifu,2,3379,0.0005918910920390648
E0,ustc,A-2,Neris,Virut,254,3379,0.07517016868896123
E0,ustc,A-2,Neris,Neris,3115,3379,0.9218703758508434
E0,vnat,medium_seed2025,netflix,netflix,16,20,0.8
E0,vnat,medium_seed2025,netflix,youtube,4,20,0.2
E0,vnat,medium_seed2025,rdp,rdp,2,4,0.5
E0,vnat,medium_seed2025,rdp,skype,2,4,0.5
E0,vnat,medium_seed2025,rsync,rsync,1,191,0.005235602094240838
E0,vnat,medium_seed2025,rsync,scp,188,191,0.9842931937172775
E0,vnat,medium_seed2025,rsync,ssh,2,191,0.010471204188481676
E0,vnat,medium_seed2025,scp,scp,225,229,0.982532751091703
E0,vnat,medium_seed2025,scp,ssh,4,229,0.017467248908296942
E0,vnat,medium_seed2025,skype,skype,126,126,1.0
E0,vnat,medium_seed2025,ssh,skype,1,1356,0.0007374631268436578
E0,vnat,medium_seed2025,ssh,ssh,1355,1356,0.9992625368731564
E0,vnat,medium_seed2025,youtube,skype,1,34,0.029411764705882353
E0,vnat,medium_seed2025,youtube,youtube,33,34,0.9705882352941176
E0,vnat,medium_seed2026,netflix,netflix,17,20,0.85
E0,vnat,medium_seed2026,netflix,vimeo,2,20,0.1
E0,vnat,medium_seed2026,netflix,zoiper,1,20,0.05
E0,vnat,medium_seed2026,rdp,rdp,4,4,1.0
E0,vnat,medium_seed2026,rsync,rsync,187,191,0.9790575916230366
E0,vnat,medium_seed2026,rsync,ssh,4,191,0.020942408376963352
E0,vnat,medium_seed2026,skype,skype,126,126,1.0
E0,vnat,medium_seed2026,ssh,skype,1,1356,0.0007374631268436578
E0,vnat,medium_seed2026,ssh,ssh,1355,1356,0.9992625368731564
E0,vnat,medium_seed2026,vimeo,vimeo,121,121,1.0
E0,vnat,medium_seed2026,zoiper,ssh,1,93,0.010752688172043012
E0,vnat,medium_seed2026,zoiper,zoiper,92,93,0.989247311827957
E1,iscx_tor,medium_seed2022,Browsing,Browsing,96,200,0.48
E1,iscx_tor,medium_seed2022,Browsing,Email,16,200,0.08
E1,iscx_tor,medium_seed2022,Browsing,FTP,11,200,0.055
E1,iscx_tor,medium_seed2022,Browsing,Facebook,1,200,0.005
E1,iscx_tor,medium_seed2022,Browsing,Hangouts,3,200,0.015
E1,iscx_tor,medium_seed2022,Browsing,Spotify,20,200,0.1
E1,iscx_tor,medium_seed2022,Browsing,Vimeo,26,200,0.13
E1,iscx_tor,medium_seed2022,Browsing,YouTube,27,200,0.135
E1,iscx_tor,medium_seed2022,Email,Browsing,8,54,0.14814814814814814
E1,iscx_tor,medium_seed2022,Email,Email,29,54,0.5370370370370371
E1,iscx_tor,medium_seed2022,Email,Spotify,1,54,0.018518518518518517
E1,iscx_tor,medium_seed2022,Email,Vimeo,8,54,0.14814814814814814
E1,iscx_tor,medium_seed2022,Email,YouTube,8,54,0.14814814814814814
E1,iscx_tor,medium_seed2022,FTP,Browsing,12,200,0.06
E1,iscx_tor,medium_seed2022,FTP,FTP,157,200,0.785
E1,iscx_tor,medium_seed2022,FTP,Hangouts,1,200,0.005
E1,iscx_tor,medium_seed2022,FTP,Spotify,10,200,0.05
E1,iscx_tor,medium_seed2022,FTP,Vimeo,14,200,0.07
E1,iscx_tor,medium_seed2022,FTP,YouTube,6,200,0.03
E1,iscx_tor,medium_seed2022,Facebook,Browsing,10,85,0.11764705882352941
E1,iscx_tor,medium_seed2022,Facebook,FTP,6,85,0.07058823529411765
E1,iscx_tor,medium_seed2022,Facebook,Facebook,22,85,0.25882352941176473
E1,iscx_tor,medium_seed2022,Facebook,Hangouts,6,85,0.07058823529411765
E1,iscx_tor,medium_seed2022,Facebook,Spotify,2,85,0.023529411764705882
E1,iscx_tor,medium_seed2022,Facebook,Vimeo,23,85,0.27058823529411763
E1,iscx_tor,medium_seed2022,Facebook,YouTube,16,85,0.18823529411764706
E1,iscx_tor,medium_seed2022,Hangouts,Browsing,3,69,0.043478260869565216
E1,iscx_tor,medium_seed2022,Hangouts,FTP,3,69,0.043478260869565216
E1,iscx_tor,medium_seed2022,Hangouts,Facebook,1,69,0.014492753623188406
E1,iscx_tor,medium_seed2022,Hangouts,Hangouts,16,69,0.2318840579710145
E1,iscx_tor,medium_seed2022,Hangouts,Spotify,2,69,0.028985507246376812
E1,iscx_tor,medium_seed2022,Hangouts,Vimeo,27,69,0.391304347826087
E1,iscx_tor,medium_seed2022,Hangouts,YouTube,17,69,0.2463768115942029
E1,iscx_tor,medium_seed2022,Spotify,Browsing,18,147,0.12244897959183673
E1,iscx_tor,medium_seed2022,Spotify,FTP,11,147,0.07482993197278912
E1,iscx_tor,medium_seed2022,Spotify,Spotify,108,147,0.7346938775510204
E1,iscx_tor,medium_seed2022,Spotify,Vimeo,10,147,0.06802721088435375
E1,iscx_tor,medium_seed2022,Vimeo,Browsing,9,152,0.05921052631578947
E1,iscx_tor,medium_seed2022,Vimeo,Email,2,152,0.013157894736842105
E1,iscx_tor,medium_seed2022,Vimeo,FTP,11,152,0.07236842105263158
E1,iscx_tor,medium_seed2022,Vimeo,Facebook,5,152,0.03289473684210526
E1,iscx_tor,medium_seed2022,Vimeo,Hangouts,4,152,0.02631578947368421
E1,iscx_tor,medium_seed2022,Vimeo,Spotify,2,152,0.013157894736842105
E1,iscx_tor,medium_seed2022,Vimeo,Vimeo,86,152,0.5657894736842105
E1,iscx_tor,medium_seed2022,Vimeo,YouTube,33,152,0.21710526315789475
E1,iscx_tor,medium_seed2022,YouTube,Browsing,18,200,0.09
E1,iscx_tor,medium_seed2022,YouTube,Email,5,200,0.025
E1,iscx_tor,medium_seed2022,YouTube,FTP,11,200,0.055
E1,iscx_tor,medium_seed2022,YouTube,Hangouts,4,200,0.02
E1,iscx_tor,medium_seed2022,YouTube,Spotify,5,200,0.025
E1,iscx_tor,medium_seed2022,YouTube,Vimeo,44,200,0.22
E1,iscx_tor,medium_seed2022,YouTube,YouTube,113,200,0.565
E1,iscx_vpn,medium_seed2022,AIM,AIM,29,53,0.5471698113207547
E1,iscx_vpn,medium_seed2022,AIM,Email,2,53,0.03773584905660377
E1,iscx_vpn,medium_seed2022,AIM,FTPS,4,53,0.07547169811320754
E1,iscx_vpn,medium_seed2022,AIM,Facebook,1,53,0.018867924528301886
E1,iscx_vpn,medium_seed2022,AIM,ICQ,8,53,0.1509433962264151
E1,iscx_vpn,medium_seed2022,AIM,SCP,4,53,0.07547169811320754
E1,iscx_vpn,medium_seed2022,AIM,Vimeo,2,53,0.03773584905660377
E1,iscx_vpn,medium_seed2022,AIM,VoIPBuster,3,53,0.05660377358490566
E1,iscx_vpn,medium_seed2022,BitTorrent,BitTorrent,79,100,0.79
E1,iscx_vpn,medium_seed2022,BitTorrent,FTPS,2,100,0.02
E1,iscx_vpn,medium_seed2022,BitTorrent,Gmail,3,100,0.03
E1,iscx_vpn,medium_seed2022,BitTorrent,Netflix,12,100,0.12
E1,iscx_vpn,medium_seed2022,BitTorrent,SCP,3,100,0.03
E1,iscx_vpn,medium_seed2022,BitTorrent,Vimeo,1,100,0.01
E1,iscx_vpn,medium_seed2022,Email,AIM,2,200,0.01
E1,iscx_vpn,medium_seed2022,Email,BitTorrent,1,200,0.005
E1,iscx_vpn,medium_seed2022,Email,Email,159,200,0.795
E1,iscx_vpn,medium_seed2022,Email,FTPS,6,200,0.03
E1,iscx_vpn,medium_seed2022,Email,Facebook,16,200,0.08
