method,protocol_id,setting,protocol_seed,class,local_label,precision,recall,f1,support,train_support,delta_precision_vs_od,delta_recall_vs_od,delta_f1_vs_od
f2,low_seed2026,Low,2026,rsync,2,0.625,0.0523560209424083,0.0966183574879227,191,1530,0.625,0.0523560209424083,0.0966183574879227
od,low_seed2026,Low,2026,scp,3,0.5503685503685504,0.9781659388646288,0.7044025157232704,229,1832,0.0,0.0,0.0
f0,low_seed2026,Low,2026,scp,3,0.5436893203883495,0.9781659388646288,0.6989079563182528,229,1832,-0.006679229980200874,0.0,-0.0054945594050176405
f2,low_seed2026,Low,2026,scp,3,0.5481481481481482,0.9694323144104804,0.7003154574132493,229,1832,-0.0022204022204022067,-0.008733624454148381,-0.004087058310021097
od,low_seed2026,Low,2026,skype,4,0.9920634920634921,0.9920634920634921,0.9920634920634921,126,1017,0.0,0.0,0.0
f0,low_seed2026,Low,2026,skype,4,0.984375,1.0,0.9921259842519684,126,1017,-0.007688492063492092,0.007936507936507908,6.249218847631521e-05
f2,low_seed2026,Low,2026,skype,4,0.984,0.9761904761904762,0.9800796812749004,126,1017,-0.008063492063492106,-0.015873015873015928,-0.011983810788591676
od,low_seed2026,Low,2026,ssh,5,0.9883296863603209,0.9992625368731564,0.9937660432709937,1356,10851,0.0,0.0,0.0
f0,low_seed2026,Low,2026,ssh,5,0.9941262848751836,0.9985250737463128,0.9963208241353936,1356,10851,0.005796598514862694,-0.0007374631268435294,0.0025547808643998637
f2,low_seed2026,Low,2026,ssh,5,0.9963208241353936,0.9985250737463128,0.9974217311233886,1356,10851,0.007991137775072654,-0.0007374631268435294,0.0036556878523948955
od,low_seed2026,Low,2026,vimeo,6,0.975609756097561,0.9917355371900827,0.9836065573770492,121,976,0.0,0.0,0.0
f0,low_seed2026,Low,2026,vimeo,6,0.9914529914529916,0.9586776859504132,0.9747899159663866,121,976,0.01584323535543064,-0.03305785123966942,-0.008816641410662518
f2,low_seed2026,Low,2026,vimeo,6,0.9669421487603306,0.9669421487603306,0.9669421487603306,121,976,-0.008667607337230376,-0.024793388429752095,-0.016664408616718585
od,low_seed2026,Low,2026,zoiper,7,0.9787234042553191,0.989247311827957,0.983957219251337,93,753,0.0,0.0,0.0
f0,low_seed2026,Low,2026,zoiper,7,0.989247311827957,0.989247311827957,0.989247311827957,93,753,0.01052390757263788,0.0,0.0052900925766200535
f2,low_seed2026,Low,2026,zoiper,7,0.9387755102040816,0.989247311827957,0.9633507853403142,93,753,-0.039947894051237554,0.0,-0.020606433911022792
od,medium_seed2022,Medium,2022,netflix,0,0.9411764705882353,0.8,0.8648648648648649,20,165,0.0,0.0,0.0
f0,medium_seed2022,Medium,2022,netflix,0,0.4117647058823529,0.7,0.5185185185185185,20,165,-0.5294117647058824,-0.10000000000000009,-0.3463463463463464
f2,medium_seed2022,Medium,2022,netflix,0,0.4736842105263157,0.45,0.4615384615384615,20,165,-0.4674922600619196,-0.35000000000000003,-0.4033264033264034
od,medium_seed2022,Medium,2022,rsync,1,0.63671875,0.8534031413612565,0.7293064876957495,191,1530,0.0,0.0,0.0
f0,medium_seed2022,Medium,2022,rsync,1,0.6090225563909775,0.4240837696335078,0.5,191,1530,-0.027696193609022535,-0.4293193717277487,-0.22930648769574946
f2,medium_seed2022,Medium,2022,rsync,1,0.6351351351351351,0.4921465968586387,0.5545722713864307,191,1530,-0.0015836148648649129,-0.3612565445026178,-0.17473421630931874
od,medium_seed2022,Medium,2022,sftp,2,0.7216494845360825,0.42168674698795183,0.532319391634981,166,1336,0.0,0.0,0.0
f0,medium_seed2022,Medium,2022,sftp,2,0.5,0.6746987951807228,0.5743589743589743,166,1336,-0.22164948453608246,0.253012048192771,0.04203958272399333
f2,medium_seed2022,Medium,2022,sftp,2,0.5240384615384616,0.6566265060240963,0.5828877005347594,166,1336,-0.1976110229976209,0.2349397590361445,0.05056830889977837
od,medium_seed2022,Medium,2022,ssh,3,0.9955947136563876,1.0,0.9977924944812362,1356,10851,0.0,0.0,0.0
f0,medium_seed2022,Medium,2022,ssh,3,0.9963262307127112,1.0,0.9981597350018404,1356,10851,0.0007315170563235718,0.0,0.0003672405206042173
f2,medium_seed2022,Medium,2022,ssh,3,0.9955914768552536,0.9992625368731564,0.9974236290025764,1356,10851,-3.2368011340100367e-06,-0.0007374631268436405,-0.0003688654786597745
od,medium_seed2022,Medium,2022,vimeo,4,0.967741935483871,0.9917355371900827,0.9795918367346939,121,976,0.0,0.0,0.0
f0,medium_seed2022,Medium,2022,vimeo,4,0.9833333333333332,0.975206611570248,0.979253112033195,121,976,0.015591397849462174,-0.016528925619834656,-0.00033872470149887146
f2,medium_seed2022,Medium,2022,vimeo,4,0.9914529914529916,0.9586776859504132,0.9747899159663866,121,976,0.023711055969120598,-0.03305785123966942,-0.004801920768307211
od,medium_seed2022,Medium,2022,youtube,5,1.0,0.9411764705882353,0.9696969696969697,34,273,0.0,0.0,0.0
f0,medium_seed2022,Medium,2022,youtube,5,0.8333333333333334,0.4411764705882353,0.576923076923077,34,273,-0.16666666666666663,-0.5,-0.39277389277389274
f2,medium_seed2022,Medium,2022,youtube,5,0.7272727272727273,0.7058823529411765,0.7164179104477613,34,273,-0.2727272727272727,-0.23529411764705876,-0.25327905924920846
od,medium_seed2022,Medium,2022,zoiper,6,1.0,1.0,1.0,93,753,0.0,0.0,0.0
f0,medium_seed2022,Medium,2022,zoiper,6,0.989010989010989,0.967741935483871,0.9782608695652174,93,753,-0.01098901098901095,-0.032258064516129004,-0.021739130434782594
f2,medium_seed2022,Medium,2022,zoiper,6,0.9473684210526316,0.967741935483871,0.9574468085106383,93,753,-0.05263157894736836,-0.032258064516129004,-0.04255319148936165
od,medium_seed2023,Medium,2023,rdp,0,0.75,0.75,0.75,4,36,0.0,0.0,0.0
f0,medium_seed2023,Medium,2023,rdp,0,0.0,0.0,0.0,4,36,-0.75,-0.75,-0.75
f2,medium_seed2023,Medium,2023,rdp,0,1.0,0.25,0.4,4,36,0.25,-0.5,-0.35
od,medium_seed2023,Medium,2023,rsync,1,0.37850467289719625,0.42408376963350786,0.4,191,1530,0.0,0.0,0.0
f0,medium_seed2023,Medium,2023,rsync,1,0.3157894736842105,0.5654450261780105,0.4052532833020638,191,1530,-0.06271519921298574,0.14136125654450266,0.00525328330206376
f2,medium_seed2023,Medium,2023,rsync,1,0.3333333333333333,0.0157068062827225,0.0299999999999999,191,1530,-0.04517133956386293,-0.4083769633507854,-0.3700000000000001
od,medium_seed2023,Medium,2023,scp,2,0.4224137931034483,0.4279475982532751,0.42516268980477223,229,1832,0.0,0.0,0.0
f0,medium_seed2023,Medium,2023,scp,2,0.4475806451612903,0.4847161572052402,0.4654088050314465,229,1832,0.025166852057842026,0.05676855895196509,0.04024611522667426
f2,medium_seed2023,Medium,2023,scp,2,0.4061757719714964,0.7467248908296943,0.5261538461538462,229,1832,-0.016238021131951885,0.3187772925764192,0.10099115634907396
od,medium_seed2023,Medium,2023,sftp,3,0.4785714285714286,0.4036144578313253,0.43790849673202614,166,1336,0.0,0.0,0.0
f0,medium_seed2023,Medium,2023,sftp,3,0.8,0.0240963855421686,0.0467836257309941,166,1336,0.32142857142857145,-0.37951807228915674,-0.39112487100103205
f2,medium_seed2023,Medium,2023,sftp,3,0.3719512195121951,0.3674698795180723,0.3696969696969697,166,1336,-0.10662020905923347,-0.03614457831325302,-0.06821152703505645
od,medium_seed2023,Medium,2023,vimeo,4,1.0,0.9669421487603306,0.9831932773109243,121,976,0.0,0.0,0.0
f0,medium_seed2023,Medium,2023,vimeo,4,0.9830508474576272,0.9586776859504132,0.9707112970711298,121,976,-0.016949152542372836,-0.008264462809917328,-0.012481980239794521
f2,medium_seed2023,Medium,2023,vimeo,4,1.0,0.9669421487603306,0.9831932773109244,121,976,0.0,0.0,1.1102230246251565e-16
od,medium_seed2023,Medium,2023,youtube,5,0.8947368421052632,1.0,0.9444444444444444,34,273,0.0,0.0,0.0
f0,medium_seed2023,Medium,2023,youtube,5,0.925925925925926,0.7352941176470589,0.819672131147541,34,273,0.031189083820662877,-0.2647058823529411,-0.12477231329690341
f2,medium_seed2023,Medium,2023,youtube,5,0.935483870967742,0.8529411764705882,0.8923076923076922,34,273,0.04074702886247883,-0.1470588235294118,-0.052136752136752174
od,medium_seed2023,Medium,2023,zoiper,6,0.989247311827957,0.989247311827957,0.989247311827957,93,753,0.0,0.0,0.0
f0,medium_seed2023,Medium,2023,zoiper,6,0.9479166666666666,0.978494623655914,0.962962962962963,93,753,-0.04133064516129037,-0.010752688172043001,-0.02628434886499398
f2,medium_seed2023,Medium,2023,zoiper,6,0.9789473684210528,1.0,0.9893617021276596,93,753,-0.01029994340690421,0.010752688172043001,0.00011439029970261583
od,medium_seed2024,Medium,2024,netflix,0,0.9411764705882353,0.8,0.8648648648648649,20,165,0.0,0.0,0.0
f0,medium_seed2024,Medium,2024,netflix,0,0.0,0.0,0.0,20,165,-0.9411764705882353,-0.8,-0.8648648648648649
f2,medium_seed2024,Medium,2024,netflix,0,0.0,0.0,0.0,20,165,-0.9411764705882353,-0.8,-0.8648648648648649
od,medium_seed2024,Medium,2024,rdp,1,1.0,1.0,1.0,4,36,0.0,0.0,0.0
f0,medium_seed2024,Medium,2024,rdp,1,0.0,0.0,0.0,4,36,-1.0,-1.0,-1.0
f2,medium_seed2024,Medium,2024,rdp,1,0.0,0.0,0.0,4,36,-1.0,-1.0,-1.0
od,medium_seed2024,Medium,2024,scp,2,0.6453900709219859,0.7947598253275109,0.7123287671232876,229,1832,0.0,0.0,0.0
f0,medium_seed2024,Medium,2024,scp,2,0.5382716049382716,0.9519650655021834,0.6876971608832807,229,1832,-0.10711846598371422,0.15720524017467252,-0.02463160624000693
f2,medium_seed2024,Medium,2024,scp,2,0.5388471177944862,0.9388646288209608,0.6847133757961783,229,1832,-0.10654295312749962,0.1441048034934499,-0.02761539132710933
od,medium_seed2024,Medium,2024,sftp,3,0.584070796460177,0.39759036144578314,0.4731182795698925,166,1336,0.0,0.0,0.0
f0,medium_seed2024,Medium,2024,sftp,3,0.0,0.0,0.0,166,1336,-0.584070796460177,-0.39759036144578314,-0.4731182795698925
f2,medium_seed2024,Medium,2024,sftp,3,0.28125,0.0542168674698795,0.0909090909090909,166,1336,-0.302820796460177,-0.34337349397590367,-0.3822091886608016
od,medium_seed2024,Medium,2024,skype,4,0.9921259842519685,1.0,0.9960474308300395,126,1017,0.0,0.0,0.0
f0,medium_seed2024,Medium,2024,skype,4,0.8879310344827587,0.8174603174603174,0.8512396694214875,126,1017,-0.10419494976920984,-0.18253968253968256,-0.144807761408552
f2,medium_seed2024,Medium,2024,skype,4,0.9545454545454546,0.8333333333333334,0.8898305084745762,126,1017,-0.03758052970651393,-0.16666666666666663,-0.10621692235546332
od,medium_seed2024,Medium,2024,vimeo,5,1.0,0.9917355371900827,0.995850622406639,121,976,0.0,0.0,0.0
f0,medium_seed2024,Medium,2024,vimeo,5,0.6781609195402298,0.975206611570248,0.7999999999999999,121,976,-0.32183908045977017,-0.016528925619834656,-0.19585062240663909
f2,medium_seed2024,Medium,2024,vimeo,5,0.7682119205298014,0.9586776859504132,0.8529411764705883,121,976,-0.23178807947019864,-0.03305785123966942,-0.1429094459360507
od,medium_seed2024,Medium,2024,youtube,6,0.8918918918918919,0.9705882352941176,0.9295774647887324,34,273,0.0,0.0,0.0
f0,medium_seed2024,Medium,2024,youtube,6,0.0,0.0,0.0,34,273,-0.8918918918918919,-0.9705882352941176,-0.9295774647887324
f2,medium_seed2024,Medium,2024,youtube,6,0.25,0.0588235294117647,0.0952380952380952,34,273,-0.6418918918918919,-0.9117647058823529,-0.8343393695506371
od,medium_seed2025,Medium,2025,netflix,0,1.0,0.8,0.8888888888888888,20,165,0.0,0.0,0.0
f0,medium_seed2025,Medium,2025,netflix,0,0.0,0.0,0.0,20,165,-1.0,-0.8,-0.8888888888888888
f2,medium_seed2025,Medium,2025,netflix,0,0.6129032258064516,0.95,0.7450980392156863,20,165,-0.3870967741935484,0.1499999999999999,-0.14379084967320255
od,medium_seed2025,Medium,2025,rdp,1,1.0,0.5,0.6666666666666666,4,36,0.0,0.0,0.0
f0,medium_seed2025,Medium,2025,rdp,1,0.0,0.0,0.0,4,36,-1.0,-0.5,-0.6666666666666666
f2,medium_seed2025,Medium,2025,rdp,1,0.5,0.25,0.3333333333333333,4,36,-0.5,-0.25,-0.3333333333333333
od,medium_seed2025,Medium,2025,rsync,2,1.0,0.005235602094240838,0.010416666666666666,191,1530,0.0,0.0,0.0
f0,medium_seed2025,Medium,2025,rsync,2,0.0,0.0,0.0,191,1530,-1.0,-0.005235602094240838,-0.010416666666666666
f2,medium_seed2025,Medium,2025,rsync,2,0.5833333333333334,0.0366492146596858,0.0689655172413793,191,1530,-0.41666666666666663,0.03141361256544496,0.05854885057471263
od,medium_seed2025,Medium,2025,scp,3,0.5447941888619855,0.982532751091703,0.7009345794392523,229,1832,0.0,0.0,0.0
f0,medium_seed2025,Medium,2025,scp,3,0.5207100591715976,0.3842794759825327,0.4422110552763819,229,1832,-0.024084129690387868,-0.5982532751091703,-0.2587235241628704
f2,medium_seed2025,Medium,2025,scp,3,0.5476772616136919,0.9781659388646288,0.7021943573667712,229,1832,0.002883072751706406,-0.004366812227074246,0.001259777927518857
od,medium_seed2025,Medium,2025,skype,4,0.9692307692307692,1.0,0.984375,126,1017,0.0,0.0,0.0
f0,medium_seed2025,Medium,2025,skype,4,0.8823529411764706,0.238095238095238,0.3749999999999999,126,1017,-0.08687782805429867,-0.761904761904762,-0.6093750000000001
f2,medium_seed2025,Medium,2025,skype,4,0.9767441860465116,1.0,0.988235294117647,126,1017,0.0075134168157423575,0.0,0.0038602941176469896
od,medium_seed2025,Medium,2025,ssh,5,0.9955914768552535,0.9992625368731564,0.9974236290025764,1356,10851,0.0,0.0,0.0
f0,medium_seed2025,Medium,2025,ssh,5,0.7839285714285714,0.9712389380530974,0.8675889328063241,1356,10851,-0.2116629054266821,-0.028023598820059004,-0.12983469619625232
f2,medium_seed2025,Medium,2025,ssh,5,0.9992614475627768,0.9977876106194692,0.9985239852398524,1356,10851,0.0036699707075232846,-0.00147492625368717,0.0011003562372760012
od,medium_seed2025,Medium,2025,youtube,6,0.8918918918918919,0.9705882352941176,0.9295774647887324,34,273,0.0,0.0,0.0
f0,medium_seed2025,Medium,2025,youtube,6,0.2207792207792207,0.5,0.3063063063063063,34,273,-0.6711126711126711,-0.47058823529411764,-0.6232711584824261
f2,medium_seed2025,Medium,2025,youtube,6,0.9130434782608696,0.6176470588235294,0.7368421052631579,34,273,0.021151586368977737,-0.3529411764705882,-0.19273535952557452
od,medium_seed2026,Medium,2026,netflix,0,1.0,0.85,0.918918918918919,20,165,0.0,0.0,0.0
f0,medium_seed2026,Medium,2026,netflix,0,1.0,0.85,0.9189189189189187,20,165,0.0,0.0,-2.220446049250313e-16
f2,medium_seed2026,Medium,2026,netflix,0,0.8333333333333334,0.25,0.3846153846153846,20,165,-0.16666666666666663,-0.6,-0.5343035343035344
od,medium_seed2026,Medium,2026,rdp,1,1.0,1.0,1.0,4,36,0.0,0.0,0.0
f0,medium_seed2026,Medium,2026,rdp,1,1.0,0.5,0.6666666666666666,4,36,0.0,-0.5,-0.33333333333333337
f2,medium_seed2026,Medium,2026,rdp,1,0.0,0.0,0.0,4,36,-1.0,-1.0,-1.0
od,medium_seed2026,Medium,2026,rsync,2,1.0,0.9790575916230366,0.9894179894179894,191,1530,0.0,0.0,0.0
f0,medium_seed2026,Medium,2026,rsync,2,0.9836956521739132,0.9476439790575916,0.9653333333333332,191,1530,-0.016304347826086807,-0.03141361256544506,-0.024084656084656264
f2,medium_seed2026,Medium,2026,rsync,2,0.9585492227979274,0.9685863874345548,0.9635416666666666,191,1530,-0.041450777202072575,-0.010471204188481797,-0.02587632275132279
od,medium_seed2026,Medium,2026,skype,3,0.9921259842519685,1.0,0.9960474308300395,126,1017,0.0,0.0,0.0
f0,medium_seed2026,Medium,2026,skype,3,0.9402985074626866,1.0,0.9692307692307692,126,1017,-0.0518274767892819,0.0,-0.02681666159927032
f2,medium_seed2026,Medium,2026,skype,3,0.9435483870967742,0.9285714285714286,0.936,126,1017,-0.048577597155194274,-0.0714285714285714,-0.060047430830039494
od,medium_seed2026,Medium,2026,ssh,4,0.9963235294117647,0.9992625368731564,0.9977908689248896,1356,10851,0.0,0.0,0.0
f0,medium_seed2026,Medium,2026,ssh,4,0.991941391941392,0.9985250737463128,0.9952223447262036,1356,10851,-0.004382137470372749,-0.0007374631268435294,-0.0025685241986859175
f2,medium_seed2026,Medium,2026,ssh,4,0.9970457902511078,0.995575221238938,0.996309963099631,1356,10851,0.0007222608393431251,-0.0036873156342183133,-0.001480905825258505
od,medium_seed2026,Medium,2026,vimeo,5,0.983739837398374,1.0,0.9918032786885246,121,976,0.0,0.0,0.0
f0,medium_seed2026,Medium,2026,vimeo,5,1.0,0.950413223140496,0.9745762711864406,121,976,0.016260162601625994,-0.04958677685950397,-0.017227007502083946
f2,medium_seed2026,Medium,2026,vimeo,5,0.905511811023622,0.950413223140496,0.9274193548387096,121,976,-0.07822802637475201,-0.04958677685950397,-0.06438392384981495
od,medium_seed2026,Medium,2026,zoiper,6,0.989247311827957,0.989247311827957,0.989247311827957,93,753,0.0,0.0,0.0
f0,medium_seed2026,Medium,2026,zoiper,6,0.9680851063829788,0.978494623655914,0.9732620320855616,93,753,-0.021162205444978155,-0.010752688172043001,-0.015985279742395386
f2,medium_seed2026,Medium,2026,zoiper,6,0.8598130841121495,0.989247311827957,0.92,93,753,-0.12943422771580748,0.0,-0.06924731182795696
