replicate,delta_unknown_far_multi_minus_single,delta_auroc_multi_minus_single,delta_auprc_multi_minus_single
283,0.0014339487363327352,0.01754957827621262,0.014268410918664987
284,-0.0016131923283743133,0.017987755476927547,0.015098350278439199
285,-0.0016131923283743133,0.018500456183462965,0.013303906862691228
286,0.0028678974726653594,0.019579173175270692,0.015266581525593237
287,0.0032263846567485155,0.019120214108811928,0.015421641943223041
288,0.0025094102885822034,0.018145141708580725,0.01799713662086727
289,0.0017924359204158913,0.018264347880358023,0.014817638154854762
290,0.0030471410647069375,0.01867292415924482,0.015586312070526298
291,0.0016131923283742022,0.019769568819471117,0.018243725268950628
292,0.0026886538806237814,0.019324810418836158,0.015234277598849433
293,0.0034056282487900935,0.01966903902584527,0.01635102546495326
294,0.00017924359204157803,0.01787911810829035,0.01791296095758238
295,-0.0021509231044990473,0.017279368519844907,0.01675869408371511
296,0.0017924359204157803,0.01862858482427099,0.01574299467799828
297,0.0025094102885822034,0.020911574534583477,0.015529601005982996
298,0.0026886538806237814,0.018940478271144645,0.010695429242388754
299,0.0035848718408316715,0.01961627774050234,0.017112761237346286
300,0.0034056282487900935,0.019330522950005036,0.012161802336057792
301,0.0023301666965406254,0.01853824741065979,0.014709386981916817
302,0.003943359024914939,0.019271941584028673,0.013696804198741308
303,0.0023301666965405143,0.01959971925949644,0.017534483318747296
304,0.0019716795124574693,0.01780519026104188,0.018106953258188063
305,0.0028678974726653594,0.018028065843502805,0.01448656717617458
306,0.0028678974726653594,0.018669441211204174,0.015732913006459126
307,0.005735794945330719,0.019809403486492294,0.015020134868661272
308,0.0037641154328733606,0.018035962456103505,0.01393369523265875
309,0.0008962179602080012,0.01888300549195554,0.01735685611326765
310,0.0016131923283742022,0.018203024003038415,0.013935879733418755
311,0.00466033339308114,0.018473436448781633,0.012651977494344102
312,0.0010754615522495792,0.01923211105352518,0.016573645793396596
313,0.006452769313497031,0.018730897457095552,0.016043415312883613
314,0.0021509231044989363,0.019775095207336002,0.017023442598239735
315,0.0005377307761247341,0.01908459041697541,0.01804741687151523
316,0.004481089801039673,0.019642312983932264,0.015022228870540222
317,0.005018820577164296,0.02028293136886461,0.016375204681679023
318,-0.00035848718408315605,0.017802348473270002,0.01766890056979248
319,0.0035848718408316715,0.017121250124529808,0.018975332041068604
320,0.0005377307761247341,0.01856994968356207,0.01616386773002043
