replicate,delta_unknown_far_multi_minus_single,delta_auroc_multi_minus_single,delta_auprc_multi_minus_single
36,-0.021540849990296915,-0.009771066245821802,-0.0030522554343733743
37,-0.023093343683291287,-0.009327438810427191,-0.002756216581946136
38,-0.024160683097224925,-0.00920911671307667,-0.0026641101064746042
39,-0.0223170968367941,-0.00922729633178121,-0.002874846537395337
40,-0.021346788278672618,-0.009242954983036511,-0.0026306056618117246
41,-0.025422084222782845,-0.009956926644597686,-0.002798437242970353
42,-0.020085387153114698,-0.010051119841137268,-0.003457769340951211
43,-0.02357849796235202,-0.008729768450773556,-0.0012021205401160362
44,-0.02416068309722491,-0.009534841793457982,-0.003342241682595226
45,-0.02173491170192121,-0.010074200642819053,-0.002955152160895924
46,-0.022705220260042694,-0.009564397183523643,-0.0027661161024955527
47,-0.02222006598098196,-0.008979356795388305,-0.0023271891300852277
48,-0.025713176790219297,-0.009395323964801472,-0.002220467198952414
49,-0.022511158548418397,-0.009310450556200167,-0.002520647513285512
50,-0.022414127692606242,-0.009830750087347795,-0.0035474682964361515
51,-0.024160683097224925,-0.00947195081886576,-0.0030740721785891267
52,-0.02338443625072774,-0.00964593527427382,-0.0027610753832476576
53,-0.022802251115854835,-0.008512201168276112,-0.0015602857021986827
54,-0.02144381913448476,-0.009579296779774427,-0.0030250144169582383
55,-0.0223170968367941,-0.010211868589079853,-0.003954019585813762
56,-0.02357849796235202,-0.008489984985539989,-0.0013598166630913733
57,-0.021928973413545508,-0.010769952470840782,-0.0032381125450654524
58,-0.024548806520473518,-0.009664489393626297,-0.0029692716043272505
59,-0.024839899087909956,-0.009160517085360476,-0.001697485255533815
60,-0.022996312827479146,-0.00946815303041526,-0.0024582239896917546
61,-0.02289928197166699,-0.009653797274454812,-0.0037149310365075516
62,-0.02493692994372211,-0.009488680190094523,-0.0030231764453001464
63,-0.024451775664661363,-0.009081276267041916,-0.0017715645531538593
64,-0.022220065980981946,-0.009262984484136538,-0.003221003810723655
65,-0.02173491170192121,-0.00963985026710057,-0.003436352115169905
66,-0.023287405394915583,-0.009396002590136843,-0.0033364739798127374
67,-0.023675528818164177,-0.009472888327199391,-0.0028146792764880413
68,-0.021831942557733353,-0.010130441089125308,-0.003752055203685045
69,-0.024936929943722097,-0.0098830444530007,-0.0030063356310938705
70,-0.022123035125169804,-0.010291928784655124,-0.0033908812923494347
71,-0.02105569571123618,-0.010164905202449837,-0.003506633357829192
72,-0.02338443625072774,-0.009711309514907729,-0.0029201421615632217
73,-0.019988356297302542,-0.009805186019624323,-0.0038267162635476915
74,-0.02348146710653988,-0.009484598384374099,-0.002887398292493293
75,-0.023675528818164177,-0.009322974963777209,-0.0016709917572335087
76,-0.025519115078594987,-0.009741191650505576,-0.0034550607074724793
77,-0.021637880846109056,-0.00991506802854536,-0.003667470892898983
78,-0.024160683097224925,-0.010308542538234211,-0.004252177391132705
79,-0.0223170968367941,-0.009174009162396968,-0.002103522454255713
80,-0.02289928197166699,-0.010279080144973585,-0.003067320379597782
81,-0.022026004269357663,-0.01002059426818458,-0.002782734852450175
82,-0.02289928197166699,-0.009595815023121235,-0.002670460320127188
83,-0.021249757422860477,-0.00955139019793072,-0.003369902885316911
84,-0.02289928197166699,-0.009865103609877024,-0.003033620083656152
85,-0.023675528818164177,-0.009157970983639463,-0.0023160609704447888
86,-0.024839899087909956,-0.009688266414633717,-0.003550859491074032
87,-0.023190374539103442,-0.009216269926796139,-0.0029705282553544876
88,-0.02144381913448476,-0.00932212039854019,-0.0027967566640834107
89,-0.022123035125169804,-0.01005599588984285,-0.003911252392168829
90,-0.02357849796235202,-0.009262718060856656,-0.001975926834455355
91,-0.02289928197166699,-0.009070094029572484,-0.003438715405890913
92,-0.02018241800892684,-0.009952626170713574,-0.002961048992877746
93,-0.02348146710653988,-0.009644037636762137,-0.0027870101243868683
94,-0.02348146710653988,-0.00856760212990837,-0.0016705588035952346
95,-0.023287405394915583,-0.009880980929295902,-0.0032321897006274414
96,-0.02338443625072774,-0.009803675449896465,-0.0041163618597640506
97,-0.019697263729866105,-0.00953700836767657,-0.0028540508958412314
98,-0.02289928197166699,-0.010141449900120225,-0.0037983255866611554
99,-0.02338443625072774,-0.008811361836921106,-0.0020391059503469533
100,-0.02115272656704832,-0.009695376900091257,-0.0033848241645118016
101,-0.023384436250727725,-0.009764782677902262,-0.0030165031988803603
102,-0.020570541432175432,-0.009416708203144997,-0.002736520310553159
103,-0.021928973413545508,-0.008698855810037043,-0.0019980706887736677
104,-0.021346788278672618,-0.009788808528199189,-0.0032115819091178555
105,-0.023966621385600614,-0.008913057613556652,-0.0020101600951126786
106,-0.023869590529788473,-0.009752572448721186,-0.0030520985723396787
107,-0.022705220260042694,-0.008998172311166397,-0.003207792413210786
108,-0.022705220260042694,-0.008926527069748835,-0.0010400013070459568
109,-0.02416068309722491,-0.009246116874413568,-0.00321556358577324
110,-0.024257713953037066,-0.008807244843220374,-0.001602869866956791
111,-0.02319037453910343,-0.00890748031867139,-0.0027101829590152615
112,-0.019794294585678246,-0.009654111452850556,-0.003024149482099392
113,-0.0223170968367941,-0.009166016464003501,-0.0020063692416298906
114,-0.019212109450805356,-0.008938556332173886,-0.0030380504160688604
115,-0.02105569571123618,-0.009381585571902606,-0.0029043100348995488
116,-0.023093343683291287,-0.009782705927035784,-0.0027251821995843972
117,-0.024742868232097814,-0.008811195950728101,-0.002171318982735926
118,-0.021249757422860463,-0.009196795893100074,-0.003250346798506998
119,-0.023869590529788473,-0.008954544242387952,-0.002909726928617351
120,-0.022123035125169804,-0.01011173113728836,-0.003537736337549724
121,-0.023675528818164177,-0.009341747751293261,-0.0023757042406132856
122,-0.02163788084610907,-0.01004163668043323,-0.0032923459752129958
123,-0.023578497962352035,-0.009998722424970574,-0.0035827608748698614
124,-0.02348146710653988,-0.009485892799365625,-0.0028786930431040636
125,-0.02406365224141277,-0.00905406339109649,-0.0027120011873239536
126,-0.023093343683291287,-0.00955374276575982,-0.003083667454421457
127,-0.02144381913448476,-0.00970986429428633,-0.0038430621186555936
128,-0.022123035125169804,-0.008490894846174935,-0.0024218913923602647
129,-0.023384436250727725,-0.008563460001935863,-0.0015836031397636896
130,-0.02435474480884922,-0.009387323726126606,-0.0034596452420314616
131,-0.02222006598098196,-0.0101218124936584,-0.00370986719645916
132,-0.02435474480884922,-0.008937093517562111,-0.0025079034193952188
133,-0.023675528818164177,-0.009352940042471447,-0.0023324990995247097
134,-0.024548806520473518,-0.00974427813906753,-0.003197590752725743
135,-0.02348146710653988,-0.00960977459761092,-0.0028689398008477918
136,-0.0223170968367941,-0.00897801713870805,-0.0020836438619473707
137,-0.02222006598098196,-0.009157219468916344,-0.0027486592936472043
138,-0.023772559673976332,-0.009732842045454104,-0.0031226513210491635
139,-0.021540849990296915,-0.009661546170412927,-0.004089563370590521
140,-0.02105569571123618,-0.00982091504684024,-0.00351471700977124
141,-0.020958664855424025,-0.010154617745052219,-0.004343422830645927
142,-0.021831942557733353,-0.009426686509001136,-0.0033273171244474486
143,-0.02280225111585485,-0.009493035959376228,-0.0030011990048128823
144,-0.023190374539103442,-0.009157807610873703,-0.0029353198749408893
145,-0.021249757422860477,-0.009873330056997198,-0.0033395476907553956
146,-0.02260818940423054,-0.009933149623590376,-0.0035018257526381324
147,-0.02173491170192121,-0.009958374378646218,-0.0038087931627318605
148,-0.023093343683291287,-0.009676732297360657,-0.0031136437083720825
149,-0.021346788278672618,-0.0090752691761109,-0.002964547102773385
150,-0.024354744808849207,-0.009110233461441797,-0.003118108535067776
151,-0.02348146710653988,-0.009258686523679671,-0.0034423897872536413
152,-0.019988356297302542,-0.0089198840817446,-0.0018462920559989549
153,-0.023772559673976318,-0.008615269276145199,-0.001196367310665969
154,-0.022123035125169804,-0.009598627548121907,-0.0032541656202411673
155,-0.02319037453910343,-0.009243779387147488,-0.002622326357929916
156,-0.02260818940423054,-0.009834555416079915,-0.0035826068102473574
157,-0.020085387153114698,-0.008896577071617506,-0.0026807640147040734
158,-0.02406365224141277,-0.009892017387989727,-0.0037539575226449573
159,-0.02076460314379973,-0.010006564317734168,-0.0032379670005000527
160,-0.021540849990296915,-0.009475836577267138,-0.0024031627344048845
161,-0.021346788278672618,-0.009086720350287236,-0.0029231168263920138
162,-0.02280225111585485,-0.008968704891051171,-0.0032166609640517096
163,-0.023093343683291287,-0.009767783709940803,-0.002536122523300044
164,-0.02406365224141277,-0.009303252100791526,-0.002609730247683628
165,-0.022414127692606242,-0.009110313891111166,-0.0020207452509997115
166,-0.01969726372986609,-0.009772245043163319,-0.0031122776996796997
167,-0.023093343683291287,-0.009490580341033339,-0.0026274220005481075
168,-0.026004269357655735,-0.010215965475363298,-0.003918823568425545
169,-0.02222006598098196,-0.008666477841261622,-0.0012166836633900058
170,-0.025130991655346394,-0.009457440803826156,-0.0029534872773745446
171,-0.021443819134484773,-0.010325188966366583,-0.003101105186997688
172,-0.022608189404230553,-0.010124149980924368,-0.002979072656134285
173,-0.02396662138560063,-0.0092159079932842,-0.0017978849108507555
174,-0.02610130021346789,-0.009015271156188831,-0.002707349857398622
175,-0.021928973413545508,-0.00856029308370454,-0.001816665470611989
176,-0.024839899087909956,-0.009584982152028187,-0.002496000297945611
177,-0.022802251115854835,-0.009523275001631859,-0.002689817040661402
178,-0.024257713953037066,-0.009008944860007584,-0.002750627834133712
179,-0.022511158548418397,-0.009399581710423877,-0.002906491345631368
180,-0.023578497962352035,-0.01024004662105793,-0.0033932726251358902
181,-0.025033960799534252,-0.009354043436997972,-0.003166943671573108
182,-0.023287405394915583,-0.008642487178945224,-0.0018716326065936206
183,-0.0223170968367941,-0.009927197828057177,-0.0031640952318925386
184,-0.022123035125169804,-0.009428677143318076,-0.0029772882641662113
185,-0.023772559673976332,-0.00940105206531694,-0.003619899777281943
186,-0.023093343683291287,-0.009088806494836454,-0.0023999795365913235
187,-0.020958664855424025,-0.009882416096208657,-0.0033471911786696618
188,-0.02202600426935765,-0.008706735404207966,-0.0014039312517412084
189,-0.022608189404230553,-0.009508506103593994,-0.0027596840892782915
190,-0.024257713953037066,-0.009456621426569445,-0.0026496044901803684
191,-0.024160683097224925,-0.008889355995364556,-0.0021395981684200205
192,-0.022511158548418397,-0.009722919034995892,-0.004119651239171018
193,-0.023093343683291287,-0.009260863151607013,-0.0024033723990262157
194,-0.021928973413545508,-0.00924055717351846,-0.00269908612922265
195,-0.022414127692606256,-0.0096771545531249,-0.0027659753205825366
196,-0.02105569571123618,-0.00901131753525386,-0.00255214915994606
197,-0.023772559673976332,-0.009289687134366953,-0.0017647583524911248
198,-0.02086163399961187,-0.00861537986694072,-0.0023135954510949963
199,-0.021928973413545508,-0.010223561052264407,-0.004129400949833051
200,-0.02173491170192121,-0.009089070404689203,-0.002828449421072965
201,-0.024839899087909956,-0.00948069000512819,-0.0029891393660058663
202,-0.02338443625072774,-0.009563776367013332,-0.002701389118899278
203,-0.02018241800892684,-0.009620522012180444,-0.00286089903387321
204,-0.022608189404230553,-0.009153039639536287,-0.0017047317796834438
205,-0.023869590529788473,-0.009552749962028373,-0.0032833658412787514
206,-0.02289928197166699,-0.009637819417949167,-0.002984259146190049
207,-0.021928973413545508,-0.009441912850783662,-0.00329479304175484
208,-0.023966621385600614,-0.008798020565514597,-0.002116655006980439
209,-0.022414127692606242,-0.010161021957475591,-0.0042910915609040146
210,-0.026295361925092173,-0.008804263918599342,-0.0022132957004508125
211,-0.02319037453910343,-0.009323407273249984,-0.002243390790051203
212,-0.022608189404230553,-0.00966857622620132,-0.003160525386266544
213,-0.020376479720551136,-0.009314049783904266,-0.002801316871526738
214,-0.02464583737628566,-0.009350808656233056,-0.002657416783847011
215,-0.021249757422860463,-0.009887940609123569,-0.003853800530856488
216,-0.022220065980981946,-0.009765521625489604,-0.00420761654062618
217,-0.023772559673976332,-0.010332668925617683,-0.0033378035419042718
218,-0.022220065980981946,-0.009524353261886831,-0.00239549554381413
219,-0.021443819134484773,-0.00927279439037243,-0.0023953541673176204
220,-0.023093343683291287,-0.009621811400317481,-0.0036758605454931814
221,-0.02086163399961187,-0.009271575378195895,-0.0024596351023528085
222,-0.021346788278672618,-0.00956051393854973,-0.002833455345601976
223,-0.022996312827479146,-0.00931343399424811,-0.0024539425072483967
224,-0.023578497962352035,-0.009639832673110527,-0.0030335071327395324
225,-0.021346788278672618,-0.008746150969053179,-0.0021550525978554225
226,-0.023578497962352035,-0.009304232337386864,-0.002184699726690331
227,-0.021637880846109056,-0.009136486208209393,-0.0027287391141870287
228,-0.02280225111585485,-0.009214611064865319,-0.002843812637686405
229,-0.02338443625072774,-0.009991099200370557,-0.0035817469780393685
230,-0.021928973413545508,-0.009228062927067349,-0.0020706874491367433
231,-0.022705220260042694,-0.010150035767325316,-0.0029872594043961476
232,-0.02260818940423054,-0.009738869243802628,-0.002767650161749735
233,-0.02357849796235202,-0.009427372674618018,-0.00265088172831085
234,-0.020376479720551136,-0.009608540504871477,-0.0025898997583748695
235,-0.0223170968367941,-0.010420206567017143,-0.003454766198313197
236,-0.02319037453910343,-0.009540919260349723,-0.003005607617918904
237,-0.024936929943722097,-0.008149943424011319,-0.002029563394706946
238,-0.0223170968367941,-0.009846707836436042,-0.0035552468354469458
239,-0.02357849796235202,-0.010047789550140074,-0.003509027231722084
240,-0.023675528818164177,-0.009239395970166986,-0.0019322123645375555
241,-0.023869590529788473,-0.009439982538718805,-0.0027178907119572715
242,-0.023869590529788473,-0.009024786991445932,-0.002261149048414124
243,-0.021346788278672618,-0.009366158155946769,-0.002594174117132142
244,-0.024451775664661363,-0.009267759995755243,-0.0022378612694607947
245,-0.024257713953037066,-0.010172867739717373,-0.003832890065736838
246,-0.020085387153114684,-0.00979405405069822,-0.0032972684379439787
247,-0.021637880846109056,-0.009486081306402938,-0.0021272560089059533
248,-0.023384436250727725,-0.009755028067064297,-0.003421906752678505
249,-0.02260818940423054,-0.008381369743911793,-0.0022427808416092265
250,-0.02406365224141277,-0.009115589574736571,-0.0021729658330092994
251,-0.02222006598098196,-0.009608233866757021,-0.002851814213592152
252,-0.02590723850184358,-0.009135500944759678,-0.002342674042856263
253,-0.02260818940423054,-0.009694544955698658,-0.004146086634549184
254,-0.023384436250727725,-0.008585168472383886,-0.002434692523947901
255,-0.021346788278672618,-0.009691641947320084,-0.0035364050554888005
256,-0.022123035125169804,-0.009550744247148635,-0.0027471198690560694
257,-0.022996312827479146,-0.00986161245954098,-0.0034951395961150267
258,-0.023966621385600614,-0.00825543447567001,-0.0015686019760897674
259,-0.02648942363671647,-0.0095646812007939,-0.0028435114173422926
260,-0.025713176790219283,-0.008921208657861945,-0.0016024334316272482
261,-0.02027944886473898,-0.009675224241059821,-0.002941632798635574
262,-0.025422084222782845,-0.009154065117820798,-0.0034220027397450226
263,-0.02289928197166699,-0.009943804041354531,-0.0030333426977489086
264,-0.025033960799534252,-0.0093694557723909,-0.0021845189666139797
265,-0.024451775664661363,-0.009798005158206169,-0.0031780597046722203
266,-0.02435474480884922,-0.010060726159772604,-0.002885666317536506
267,-0.024451775664661363,-0.00909558772133523,-0.002851477306258454
268,-0.022705220260042694,-0.00886933403454615,-0.0018041624298318348
269,-0.021249757422860477,-0.009548107662049388,-0.002929176515944487
270,-0.02280225111585485,-0.010453338563942816,-0.003552051135096712
271,-0.021055695711236166,-0.009641707689777679,-0.002478416048609211
272,-0.024451775664661363,-0.008746236425576814,-0.0019135954278388656
273,-0.024160683097224925,-0.009079838586701805,-0.002695748280211352
274,-0.022511158548418397,-0.009718372245249296,-0.0027233905906034472
275,-0.02173491170192121,-0.00916896471407147,-0.003097044595071652
276,-0.022705220260042694,-0.008803107742102134,-0.0016575090820055705
277,-0.023578497962352035,-0.009646365070319574,-0.003337483584405998
278,-0.023675528818164177,-0.009550530605839325,-0.0030275290288177548
279,-0.02464583737628566,-0.009889016355951297,-0.0031576797560213254
280,-0.02260818940423054,-0.009280412588117959,-0.0018783048389968693
281,-0.023578497962352035,-0.010232360560778697,-0.0036021714186159626
282,-0.02173491170192121,-0.009434814932461677,-0.0022406190189702135
283,-0.021637880846109056,-0.009630382186959774,-0.0030919316154713883
284,-0.022123035125169804,-0.009506972913021605,-0.00387296055768771
285,-0.02348146710653988,-0.010258879730825954,-0.004294329243595851
286,-0.022705220260042694,-0.010081549903857678,-0.003206744660507299
287,-0.021540849990296915,-0.009443383205676836,-0.0035197882131904334
288,-0.023093343683291287,-0.008818218466234984,-0.0019207853680872633
289,-0.022511158548418397,-0.00977648519479557,-0.0035746318593417037
290,-0.024451775664661363,-0.010128553505322269,-0.0028579807739842478
291,-0.020958664855424025,-0.009162794250374362,-0.00319637463789868
292,-0.026004269357655735,-0.009798120775855845,-0.0037030779013660364
293,-0.02289928197166699,-0.010098784473947187,-0.0032446033982148625
294,-0.019891325441490387,-0.009580116157031138,-0.002672681100614027
295,-0.024936929943722097,-0.009862328786283903,-0.0039269139825414134
296,-0.022705220260042694,-0.009969119279788496,-0.0038396221715216727
297,-0.025616145934407142,-0.010170683571508743,-0.003622177201659138
298,-0.025422084222782845,-0.008734895842195778,-0.00241963773373155
299,-0.023093343683291287,-0.008791671648488819,-0.0026270509055240643
300,-0.02348146710653988,-0.009473441281176331,-0.0032698004400335545
301,-0.021928973413545508,-0.00932270351364306,-0.003362635093383748
302,-0.021346788278672618,-0.00964207716357135,-0.0029947663048834894
303,-0.025033960799534252,-0.009916762078456487,-0.0035504198541721488
304,-0.023190374539103442,-0.009834462419274659,-0.002792500931953046
305,-0.02289928197166699,-0.009133163457493598,-0.0029758202817058432
306,-0.022414127692606242,-0.009387145272797714,-0.002972933310874337
307,-0.022705220260042694,-0.009591582411770605,-0.002955608835144008
308,-0.01969726372986609,-0.010031012423795116,-0.004507299738051307
309,-0.022996312827479146,-0.009140550419939664,-0.0026583426021357104
310,-0.02338443625072774,-0.009377541467589401,-0.0034051788411578743
311,-0.02280225111585485,-0.009079107179396084,-0.0021535041331929294
312,-0.023287405394915583,-0.009457360374156898,-0.003190482133983652
313,-0.02348146710653988,-0.009423147603548898,-0.002452660998153111
314,-0.022414127692606256,-0.009200372499960086,-0.0019244759315933946
315,-0.024839899087909956,-0.008991851041839416,-0.001959355172649113
316,-0.02319037453910343,-0.008719259811785007,-0.0018817648598014047
317,-0.02115272656704832,-0.010902480458543584,-0.004102646345836236
318,-0.022026004269357663,-0.00925596448205701,-0.002859897119208421
319,-0.019794294585678246,-0.010120384867026933,-0.004137273698134658
320,-0.022123035125169804,-0.009722740581666889,-0.002936736370133808
321,-0.021831942557733366,-0.009157734721485844,-0.0030417826491099254
322,-0.02435474480884922,-0.008852989217673857,-0.0025177939304338315
323,-0.022511158548418397,-0.009810763314509585,-0.0034158043251875103
324,-0.025519115078595,-0.008893930432809838,-0.0017297894400118974
325,-0.02163788084610907,-0.00882078216194604,-0.0016495878972784261
326,-0.0223170968367941,-0.009934954264296914,-0.0034752327885148038
327,-0.02338443625072774,-0.009240353585917904,-0.0021712828787050498
328,-0.022414127692606256,-0.009116506975652694,-0.0018939599702981758
329,-0.02076460314379973,-0.009793629281507066,-0.003674883292627107
330,-0.025519115078594987,-0.009764340314720843,-0.0026942522247871414
331,-0.02464583737628566,-0.009627697846744332,-0.002597881588508044
332,-0.02590723850184358,-0.00895331768993013,-0.002002142712584032
333,-0.024257713953037066,-0.010081298561140928,-0.0035180446270853816
334,-0.025130991655346407,-0.008928834395888874,-0.0019563131062113603
335,-0.020570541432175432,-0.009870997596585496,-0.003579108788147045
336,-0.022026004269357663,-0.009822277324365247,-0.003398947119898854
337,-0.021346788278672618,-0.009621969746229087,-0.0029311377467357014
338,-0.022996312827479132,-0.00929193162482811,-0.0024284942614422045
339,-0.022705220260042694,-0.008749712495349837,-0.0020379883990646608
340,-0.02406365224141277,-0.009183261087801653,-0.0028980098412006994
341,-0.024257713953037066,-0.009286914824200965,-0.003113480589046036
342,-0.022220065980981946,-0.008575554613467151,-0.0017455904205502248
343,-0.021055695711236166,-0.009256017264027472,-0.00211174195231012
344,-0.023869590529788473,-0.009875604708584174,-0.0028608883713264754
345,-0.023675528818164177,-0.009339867707771843,-0.002444961953932401
346,-0.027653793906462262,-0.009086755538267544,-0.0023258748265589935
347,-0.021346788278672618,-0.010310995643149967,-0.00427667514388419
348,-0.021928973413545508,-0.009815900759640561,-0.003736752345744887
349,-0.022608189404230553,-0.009429147154198403,-0.0034940186415913788
350,-0.022705220260042694,-0.009680050021222186,-0.0028186419961061526
351,-0.021443819134484773,-0.008842520793520103,-0.0027202590647049663
352,-0.02222006598098196,-0.009982830024988898,-0.0034828129668612595
353,-0.021346788278672618,-0.009552619263815565,-0.0024511944551378617
354,-0.023093343683291287,-0.00908882408882683,-0.002451059408181133
355,-0.02348146710653988,-0.0100602511220379,-0.004041415460220299
356,-0.02357849796235202,-0.009356576971583097,-0.002456811481595933
357,-0.02416068309722491,-0.009520967675491931,-0.0032480696246025564
358,-0.024160683097224925,-0.009592550081230167,-0.0034168321502816568
359,-0.0223170968367941,-0.009290745287204749,-0.002653824084726475
360,-0.02348146710653988,-0.00945102653769403,-0.0027096566871285255
361,-0.023093343683291287,-0.009956489308270422,-0.0031114330217349995
362,-0.021831942557733366,-0.010277338339946152,-0.003953491851253599
363,-0.023384436250727725,-0.009290345652284926,-0.002269846846430945
364,-0.023093343683291287,-0.008575529479195487,-0.0021421299274362315
365,-0.022123035125169804,-0.01001656775786186,-0.0034895295335857224
366,-0.02532505336697069,-0.009352522813561581,-0.0024181879733489176
367,-0.02338443625072774,-0.009510778241753615,-0.003070470435193595
368,-0.02396662138560063,-0.009627582229094767,-0.0026438318203488853
369,-0.023093343683291287,-0.009266269533445115,-0.0031955001794474747
370,-0.023093343683291287,-0.009739361875527264,-0.004049593025860054
371,-0.023869590529788473,-0.009595757214296285,-0.0032487010714185027
372,-0.023675528818164177,-0.009703701370871065,-0.0035609068670003907
373,-0.025325053366970704,-0.009688806801474659,-0.002490066663117907
374,-0.02348146710653988,-0.009364740583024167,-0.0034495638515852356
375,-0.02619833106928003,-0.008493068960674921,-0.0017013417587061763
376,-0.024354744808849207,-0.00949894502664772,-0.0031426019881717338
377,-0.02115272656704832,-0.010043380998887796,-0.0036428919421889194
378,-0.0247428682320978,-0.009195096816334902,-0.0029837437081625673
379,-0.022414127692606242,-0.009063471148985314,-0.0023951087677820393
380,-0.023675528818164177,-0.008353573752863275,-0.0022219844084699902
381,-0.021540849990296915,-0.009784719182197255,-0.003489217708565029
382,-0.02202600426935765,-0.009595196720038057,-0.002789077184076616
383,-0.025130991655346407,-0.00980858417315511,-0.0040675549462421134
384,-0.022414127692606242,-0.009961976119777671,-0.003116455334877033
385,-0.024257713953037066,-0.009677300331900729,-0.003750038047941495
386,-0.024354744808849207,-0.008715122710666878,-0.0023493988676309696
387,-0.025033960799534252,-0.010044720655568051,-0.003471332116459225
388,-0.022608189404230553,-0.009295322238077164,-0.0030444147012769207
389,-0.02357849796235202,-0.00920787759348296,-0.0027359273695567454
390,-0.022511158548418397,-0.009576147455533368,-0.0034338273402567676
391,-0.022220065980981946,-0.009341614539653431,-0.002804025113818609
392,-0.023190374539103442,-0.009577650484979605,-0.002703627158923916
393,-0.024936929943722097,-0.0092053566260335,-0.002787650108668105
394,-0.025713176790219297,-0.00864111233428455,-0.0027278666953212127
395,-0.023869590529788473,-0.009244058377563258,-0.003151984734756974
396,-0.022123035125169804,-0.009729964171347194,-0.002777269494675383
397,-0.024451775664661363,-0.009008701057572233,-0.0021625903115050082
398,-0.024451775664661363,-0.009659565589804742,-0.003313338203998595
399,-0.019988356297302542,-0.010572741434975219,-0.0035688345484108375
400,-0.024160683097224925,-0.009496780965856266,-0.0031768113371865025
401,-0.02619833106928003,-0.009376083679832448,-0.00274829032660473
402,-0.02435474480884922,-0.010654060857561709,-0.0037714970254925095
403,-0.02357849796235202,-0.010237161206669287,-0.0032332411370384895
404,-0.02280225111585485,-0.00971842000036538,-0.0027534208735549015
405,-0.023578497962352035,-0.009895566347150497,-0.004006643073738547
406,-0.02406365224141277,-0.009631827407581173,-0.003294635285914782
407,-0.025033960799534252,-0.009122084270537956,-0.001885414985813294
408,-0.024742868232097814,-0.009121463454027423,-0.0024493749172894708
409,-0.02115272656704832,-0.009156410145368277,-0.0028444047320761445
410,-0.021831942557733366,-0.008955735606865578,-0.0030117631379288357
411,-0.02348146710653988,-0.009996837354594779,-0.0037002806093570095
412,-0.023190374539103442,-0.008822011227831106,-0.0022791260026687743
413,-0.023966621385600614,-0.009565540792885185,-0.002362072095212775
414,-0.02406365224141277,-0.009342137332504219,-0.002858389117677884
415,-0.024548806520473504,-0.00879642956611748,-0.0029149900194378464
416,-0.02173491170192121,-0.009677378248142743,-0.0030527741553290078
417,-0.025519115078594987,-0.009597079276986387,-0.0027213096206135656
418,-0.022414127692606256,-0.009242590536097217,-0.0027324333331313344
419,-0.022705220260042694,-0.009549233677420665,-0.002781344882990866
420,-0.022996312827479146,-0.009853770566777609,-0.0036551039479665315
421,-0.021249757422860463,-0.009938724405048505,-0.00302917181804796
422,-0.025325053366970704,-0.010122930968748056,-0.0037316916616469964
423,-0.0223170968367941,-0.009208415466896769,-0.0031974276671103974
424,-0.02522802251115855,-0.00916012247729514,-0.0023965837744552854
425,-0.024354744808849207,-0.009498369451826139,-0.0023568153531601244
