protocol_id,unknown_service,seed,variant,local_label,service,precision,recall,f1,support
loso_streaming,Streaming,2022,E4_BASE,4,VoIP,0.9583333333333334,0.9583333333333334,0.9583333333333334,24
loso_streaming,Streaming,2023,E4_FULL,0,Chat,0.8571428571428571,0.6666666666666666,0.75,9
loso_streaming,Streaming,2023,E4_FULL,1,Email,0.8181818181818182,0.75,0.782608695652174,12
loso_streaming,Streaming,2023,E4_FULL,2,File-Transfer,0.68,0.7727272727272727,0.723404255319149,22
loso_streaming,Streaming,2023,E4_FULL,3,P2P,0.8409090909090909,0.74,0.7872340425531915,50
loso_streaming,Streaming,2023,E4_FULL,4,VoIP,0.7333333333333333,0.9166666666666666,0.8148148148148148,24
loso_streaming,Streaming,2023,E4_TIME,0,Chat,0.3846153846153846,0.5555555555555556,0.4545454545454545,9
loso_streaming,Streaming,2023,E4_TIME,1,Email,1.0,0.4166666666666667,0.5882352941176471,12
loso_streaming,Streaming,2023,E4_TIME,2,File-Transfer,1.0,0.3636363636363636,0.5333333333333333,22
loso_streaming,Streaming,2023,E4_TIME,3,P2P,0.6515151515151515,0.86,0.7413793103448276,50
loso_streaming,Streaming,2023,E4_TIME,4,VoIP,0.8,0.8333333333333334,0.8163265306122449,24
loso_streaming,Streaming,2023,E4_LENGTH,0,Chat,0.75,0.6666666666666666,0.7058823529411765,9
loso_streaming,Streaming,2023,E4_LENGTH,1,Email,0.75,0.75,0.75,12
loso_streaming,Streaming,2023,E4_LENGTH,2,File-Transfer,0.6666666666666666,0.7272727272727273,0.6956521739130435,22
loso_streaming,Streaming,2023,E4_LENGTH,3,P2P,0.8444444444444444,0.76,0.8,50
loso_streaming,Streaming,2023,E4_LENGTH,4,VoIP,0.75,0.875,0.8076923076923077,24
loso_streaming,Streaming,2023,E4_TIME_LENGTH,0,Chat,0.7777777777777778,0.7777777777777778,0.7777777777777778,9
loso_streaming,Streaming,2023,E4_TIME_LENGTH,1,Email,0.8888888888888888,0.6666666666666666,0.7619047619047619,12
loso_streaming,Streaming,2023,E4_TIME_LENGTH,2,File-Transfer,0.6666666666666666,0.7272727272727273,0.6956521739130435,22
loso_streaming,Streaming,2023,E4_TIME_LENGTH,3,P2P,0.8541666666666666,0.82,0.8367346938775511,50
loso_streaming,Streaming,2023,E4_TIME_LENGTH,4,VoIP,0.8518518518518519,0.9583333333333334,0.9019607843137256,24
loso_streaming,Streaming,2023,E4_NO_MS,0,Chat,0.75,0.6666666666666666,0.7058823529411765,9
